source,target
Blue Öyster Cult,Alice Cooper
Blue Öyster Cult,Mötley Crüe
Blue Öyster Cult,Ted Nugent
Blue Öyster Cult,The Doors
Blue Öyster Cult,Iron Maiden
Blue Öyster Cult,Jimi Hendrix
Blue Öyster Cult,Whitesnake
Blue Öyster Cult,Deep Purple
Blue Öyster Cult,White Zombie (band)
Blue Öyster Cult,Metallica
Blue Öyster Cult,Quiet Riot
Blue Öyster Cult,Ozzy Osbourne
Blue Öyster Cult,The Cult
Blue Öyster Cult,Twisted Sister
Blue Öyster Cult,Motörhead
Blue Öyster Cult,Cheap Trick
Blue Öyster Cult,Jefferson Airplane
Blue Öyster Cult,Black Sabbath
Blue Öyster Cult,Alice Cooper (band)
Blue Öyster Cult,Alice in Chains
Blue Öyster Cult,Queensrÿche
Blues Traveler,Bob Seger
Blues Traveler,Fats Domino
Blues Traveler,The Rolling Stones
Blues Traveler,John Lennon
Blur (band),Pink Floyd
Blur (band),David Bowie
Blur (band),The Verve
Blur (band),Beck
Blur (band),Oasis (band)
Blur (band),Nirvana (band)
Blur (band),Led Zeppelin
Blur (band),Depeche Mode
Bo Diddley,Grateful Dead
Bo Diddley,Little Richard
Bo Diddley,Chuck Berry
Bo Diddley,Eric Clapton
Bo Diddley,Elvis Costello
Bo Diddley,Buddy Holly
Bo Diddley,Robert Plant
Bo Diddley,New York Dolls
Bo Diddley,Jerry Lee Lewis
Bo Diddley,George Thorogood
Bo Diddley,Tom Petty
Bob Dylan,Van Morrison
Bob Dylan,George Harrison
Bob Dylan,Lou Reed
Bob Dylan,Bryan Ferry
Bob Dylan,Neil Young
Bob Dylan,Grateful Dead
Bob Dylan,David Bowie
Bob Dylan,Elvis Presley
Bob Dylan,John Mellencamp
Bob Dylan,Little Richard
Bob Dylan,Chuck Berry
Bob Dylan,John Lennon
Bob Dylan,Eric Clapton
Bob Dylan,Elvis Costello
Bob Dylan,The Byrds
Bob Dylan,Stevie Ray Vaughan
Bob Dylan,Buddy Holly
Bob Dylan,Dire Straits
Bob Dylan,Duane Eddy
Bob Dylan,Bruce Springsteen
Bob Dylan,Roy Orbison
Bob Dylan,Jimi Hendrix
Bob Dylan,Guns N' Roses
Bob Dylan,Traveling Wilburys
Bob Dylan,Paul McCartney
Bob Dylan,Tom Petty and the Heartbreakers
Bob Dylan,Sonic Youth
Bob Dylan,Billy Joel
Bob Dylan,Elton John
Bob Dylan,Tom Petty
Bob Seger,Thin Lizzy
Bob Seger,Kid Rock
Bob Seger,Grand Funk Railroad
Bob Seger,Bruce Springsteen
Bob Seger,Van Morrison
Bob Seger,Don Henley
Bob Seger,Elvis Presley
Bob Seger,Bob Dylan
Bob Seger,Eric Clapton
Bob Seger,Eagles (band)
Bob Seger,John Fogerty
Bob Seger,Glenn Frey
Bob Seger,Lou Reed
Bob Seger,The Beatles
Bob Seger,3 Doors Down
Bob Seger,Little Richard
Bon Jovi,Ratt
Bon Jovi,Chuck Berry
Bon Jovi,Scorpions (band)
Bon Jovi,Kiss (band)
Bon Jovi,Billy Squier
Bon Jovi,Bruce Springsteen
Bon Jovi,Van Halen
Bon Jovi,Led Zeppelin
Bon Jovi,38 Special (band)
Bon Jovi,Joe Cocker
Bon Jovi,Skid Row (American band)
Bon Jovi,The Rolling Stones
Boston (band),Godsmack
Boston (band),Blue Öyster Cult
Boston (band),Van Halen
Boston (band),Styx (band)
Boston (band),The Beatles
Boston (band),Black Sabbath
Boston (band),ZZ Top
Boston (band),AC/DC
Boston (band),Def Leppard
Boston (band),Extreme (band)
Boston (band),Journey (band)
Bowling for Soup,Mötley Crüe
Bowling for Soup,Bryan Adams
Bowling for Soup,Simple Plan
Bowling for Soup,Blues Traveler
Bowling for Soup,Quiet Riot
Bowling for Soup,Ramones
Bowling for Soup,Green Day
Bowling for Soup,Blink-182
Bowling for Soup,Ratt
Bowling for Soup,Bloodhound Gang
Bowling for Soup,Elvis Costello
Boys Like Girls,Goo Goo Dolls
Boys Like Girls,Blink-182
Boys Like Girls,Fall Out Boy
Boys Like Girls,The All-American Rejects
Boys Like Girls,Good Charlotte
Boys Like Girls,Hoobastank
Boys Like Girls,Simple Plan
Boys Like Girls,Avril Lavigne
Boys Like Girls,Jimmy Eat World
Boys Like Girls,Dashboard Confessional
Boys Like Girls,Third Eye Blind
Bread (band),Bee Gees
Bread (band),Simon & Garfunkel
Bread (band),The Beach Boys
Bread (band),Elvis Costello
Bread (band),Eagles (band)
Breaking Benjamin,Shinedown
Breaking Benjamin,Flyleaf (band)
Breaking Benjamin,Puddle of Mudd
Breaking Benjamin,Staind
Breaking Benjamin,Daughtry (band)
Breaking Benjamin,Disturbed (band)
Breaking Benjamin,10 Years (band)
Breaking Benjamin,Live (band)
Breaking Benjamin,Stone Temple Pilots
Breaking Benjamin,Five Finger Death Punch
Breaking Benjamin,Weezer
Breaking Benjamin,Korn
Breaking Benjamin,Avenged Sevenfold
Breaking Benjamin,3 Doors Down
Breaking Benjamin,Three Days Grace
Breaking Benjamin,The Smashing Pumpkins
Breaking Benjamin,Tool (band)
Breaking Benjamin,Nickelback
Breaking Benjamin,Godsmack
Breaking Benjamin,Goo Goo Dolls
Breaking Benjamin,Papa Roach
Breaking Benjamin,Evanescence
Breaking Benjamin,Theory of a Deadman
Breaking Benjamin,Seether
Breaking Benjamin,Starset
Breaking Benjamin,Bush (British band)
Breaking Benjamin,Filter (band)
Breaking Benjamin,Chevelle (band)
Breaking Benjamin,Coldplay
Breaking Benjamin,Pearl Jam
Breaking Benjamin,Alice in Chains
Breaking Benjamin,Skillet (band)
Breaking Benjamin,Thousand Foot Krutch
Bring Me the Horizon,Panic! at the Disco
Bring Me the Horizon,Killswitch Engage
Bring Me the Horizon,Oasis (band)
Bring Me the Horizon,Linkin Park
Bring Me the Horizon,Coldplay
Bring Me the Horizon,Metallica
Bring Me the Horizon,Jane's Addiction
Bring Me the Horizon,Slipknot (band)
Bring Me the Horizon,Pantera
Bring Me the Horizon,Rise Against
Bring Me the Horizon,Radiohead
Bring Me the Horizon,Arctic Monkeys
Bring Me the Horizon,Bullet for My Valentine
Bring Me the Horizon,Deftones
Bring Me the Horizon,Twenty One Pilots
Bring Me the Horizon,Interpol (band)
Bruce Springsteen,No Doubt
Bruce Springsteen,Elvis Presley
Bruce Springsteen,Bob Dylan
Bruce Springsteen,R.E.M.
Bruce Springsteen,Dropkick Murphys
Bruce Springsteen,Pearl Jam
Bruce Springsteen,Sting (musician)
Bruce Springsteen,John Fogerty
Bruce Springsteen,Jackson Browne
Bruce Springsteen,Neil Young
Bruce Springsteen,John Mellencamp
Bruce Springsteen,Elvis Costello
Bruce Springsteen,Manfred Mann's Earth Band
Bruce Springsteen,Dave Matthews Band
Bruce Springsteen,Melissa Etheridge
Bryan Adams,John Lennon
Bryan Adams,Eric Clapton
Bryan Adams,Mötley Crüe
Bryan Adams,Foreigner (band)
Bryan Adams,Billy Idol
Bryan Adams,Kiss (band)
Bryan Adams,Sting (musician)
Bryan Adams,Bruce Springsteen
Bryan Adams,Bon Jovi
Bryan Adams,Def Leppard
Bryan Adams,The Tragically Hip
Bryan Adams,Lou Reed
Bryan Adams,The Beatles
Bryan Adams,Neil Young
Bryan Adams,Creedence Clearwater Revival
Bryan Adams,Pink Floyd
Bryan Adams,James Taylor
Bryan Adams,Status Quo (band)
Bryan Adams,ZZ Top
Bryan Adams,Uriah Heep (band)
Bryan Adams,Pat Benatar
Bryan Adams,Alice Cooper
Bryan Adams,Chuck Berry
Bryan Adams,Bob Seger
Bryan Adams,Bachman–Turner Overdrive
Bryan Adams,Ringo Starr
Bryan Adams,Peter Frampton
Bryan Adams,Rod Stewart
Bryan Adams,Stevie Nicks
Bryan Adams,Van Morrison
Bryan Adams,Iggy Pop
Bryan Adams,George Harrison
Bryan Adams,Deep Purple
Bryan Adams,Rammstein
Bryan Adams,T. Rex (band)
Bryan Adams,Black Sabbath
Bryan Adams,Led Zeppelin
Bryan Adams,U2
Bryan Adams,Extreme (band)
Bryan Adams,Joe Cocker
Bryan Adams,Peter Gabriel
Bryan Adams,The Who
Bryan Adams,Loverboy
Bryan Adams,Journey (band)
Bryan Adams,David Bowie
Bryan Adams,Elvis Presley
Bryan Adams,Bob Dylan
Bryan Adams,The Beach Boys
Bryan Adams,Billy Joel
Bryan Adams,The Rolling Stones
Bryan Adams,Elton John
Bryan Ferry,Rod Stewart
Bryan Ferry,Duran Duran
Bryan Ferry,David Bowie
Bryan Ferry,Bob Dylan
Bryan Ferry,Roxy Music
Bryan Ferry,John Lennon
Bryan Ferry,Pink Floyd
Buckcherry,Chuck Berry
Buckcherry,The Cult
Buckcherry,Papa Roach
Buckcherry,Stone Temple Pilots
Buckcherry,Soundgarden
Buckcherry,Limp Bizkit
Buckcherry,Pantera
Buckcherry,Velvet Revolver
Buckcherry,Lacuna Coil
Buckcherry,Mötley Crüe
Buckcherry,Deftones
Buckcherry,Kiss (band)
Buckcherry,AC/DC
Buckcherry,Lenny Kravitz
Buckcherry,Guns N' Roses
Buddy Holly,Bruce Springsteen
Buddy Holly,The Everly Brothers
Buddy Holly,Steve Winwood
Buddy Holly,Ritchie Valens
Buddy Holly,The Clash
Buddy Holly,Bill Haley & His Comets
Buddy Holly,Jerry Lee Lewis
Buddy Holly,Elvis Presley
Buddy Holly,Bob Dylan
Buddy Holly,Elton John
Buddy Holly,The Big Bopper
Buddy Holly,Weezer
Buddy Holly,Grateful Dead
Buddy Holly,Paul McCartney
Buddy Holly,John Lennon
Buddy Holly,Eric Clapton
Buddy Holly,Elvis Costello
Bullet for My Valentine,Killswitch Engage
Bullet for My Valentine,Lacuna Coil
Bullet for My Valentine,Slayer
Bullet for My Valentine,Mötley Crüe
Bullet for My Valentine,Queen (band)
Bullet for My Valentine,Deftones
Bullet for My Valentine,Dire Straits
Bullet for My Valentine,Bruce Springsteen
Bullet for My Valentine,Trivium (band)
Bullet for My Valentine,Iron Maiden
Bullet for My Valentine,Korn
Bullet for My Valentine,Metallica
Bullet for My Valentine,Guns N' Roses
Bullet for My Valentine,Sepultura
Bullet for My Valentine,Megadeth
Bullet for My Valentine,Marilyn Manson (band)
Bullet for My Valentine,Bob Seger
Bullet for My Valentine,Limp Bizkit
Bullet for My Valentine,Seether
Bullet for My Valentine,Nirvana (band)
Bullet for My Valentine,Avenged Sevenfold
Bullet for My Valentine,Led Zeppelin
Bullet for My Valentine,Rob Zombie
Bullet for My Valentine,Def Leppard
Bullet for My Valentine,Slipknot (band)
Bullet for My Valentine,Judas Priest
Bullet for My Valentine,Pantera
Bullet for My Valentine,Bob Dylan
Bush (British band),Bryan Adams
Bush (British band),Live (band)
Bush (British band),Soundgarden
Bush (British band),The Beatles
Bush (British band),Sex Pistols
Bush (British band),Our Lady Peace
Bush (British band),Pixies (band)
Bush (British band),Nickelback
Bush (British band),The Cult
Bush (British band),INXS
Bush (British band),Sonic Youth
Bush (British band),Warrant (American band)
Bush (British band),Breaking Benjamin
Bush (British band),Tom Petty
Bush (British band),Stone Temple Pilots
Bush (British band),System of a Down
Bush (British band),Jane's Addiction
Bush (British band),Led Zeppelin
Bush (British band),U2
Bush (British band),Alice in Chains
Bush (British band),Hole (band)
Bush (British band),Queens of the Stone Age
Bush (British band),Neil Young
Bush (British band),David Bowie
Bush (British band),Bob Dylan
Bush (British band),John Lennon
Cage the Elephant,Beck
Cage the Elephant,Green Day
Cage the Elephant,Linkin Park
Cage the Elephant,Jimi Hendrix
Cage the Elephant,The Beatles
Cage the Elephant,Metallica
Cage the Elephant,Queens of the Stone Age
Cage the Elephant,The Black Keys
Cage the Elephant,Coldplay
Cage the Elephant,Nirvana (band)
Cage the Elephant,Muse (band)
Cage the Elephant,Pixies (band)
Cage the Elephant,Foals (band)
Cage the Elephant,Foo Fighters
Cage the Elephant,Cake (band)
Cage the Elephant,John Mellencamp
Cage the Elephant,The Rolling Stones
Cake (band),Counting Crows
Cake (band),Cheap Trick
Cake (band),Modest Mouse
Cake (band),Buddy Holly
Cake (band),Sly and the Family Stone
Cake (band),Lou Reed
Canned Heat,Sly and the Family Stone
Canned Heat,Grateful Dead
Canned Heat,Little Richard
Canned Heat,Eric Clapton
Canned Heat,Linda Ronstadt
Canned Heat,Jimi Hendrix
Canned Heat,Chuck Berry
Canned Heat,Jerry Lee Lewis
Canned Heat,The Mothers of Invention
Canned Heat,John Mayall
Canned Heat,Jefferson Airplane
Canned Heat,Janis Joplin
Catfish and the Bottlemen,Van Morrison
Catfish and the Bottlemen,Coldplay
Catfish and the Bottlemen,Arctic Monkeys
Catfish and the Bottlemen,Oasis (band)
Catfish and the Bottlemen,Green Day
Charlie Daniels,Ringo Starr
Charlie Daniels,The Marshall Tucker Band
Charlie Daniels,Elvis Presley
Charlie Daniels,Bob Dylan
Cheap Trick,Nirvana (band)
Cheap Trick,Pearl Jam
Cheap Trick,Led Zeppelin
Cheap Trick,Elvis Presley
Cheap Trick,Bush (British band)
Cheap Trick,Green Day
Cheap Trick,Live (band)
Cheap Trick,Slade
Cheap Trick,Kid Rock
Cheap Trick,Stone Temple Pilots
Chevelle (band),Staind
Chevelle (band),Disturbed (band)
Chevelle (band),Finger Eleven
Chevelle (band),Three Days Grace
Chevelle (band),The Cure
Chevelle (band),Shinedown
Chevelle (band),Tool (band)
Chevelle (band),Nickelback
Chevelle (band),Evanescence
Chevelle (band),Thirty Seconds to Mars
Chevelle (band),Filter (band)
Chevelle (band),Halestorm
Chicago (band),Rod Stewart
Chicago (band),Cheap Trick
Chicago (band),Huey Lewis and the News
Chicago (band),Santana (band)
Chicago (band),Janis Joplin
Chicago (band),Genesis (band)
Chicago (band),Phil Collins
Chicago (band),The Who
Chicago (band),"Emerson, Lake & Palmer"
Chicago (band),Foo Fighters
Chicago (band),Elvis Presley
Chicago (band),Aerosmith
Chicago (band),Heart (band)
Chicago (band),Yes (band)
Chicago (band),Toto (band)
Chicago (band),Stevie Nicks
Chicago (band),Jimi Hendrix
Chicago (band),Deep Purple
Chicago (band),Kenny Loggins
Chicago (band),Bob Seger
Chris Cornell,Foo Fighters
Chris Cornell,Peter Frampton
Chris Cornell,Nirvana (band)
Chris Cornell,System of a Down
Chris Cornell,Pearl Jam
Chris Cornell,Imagine Dragons
Chris Cornell,Alice in Chains
Chris Cornell,Neil Young
Chris Cornell,Paul McCartney
Chris Cornell,Garbage (band)
Chris Cornell,Faith No More
Chris Cornell,Little Richard
Chris Cornell,Alice Cooper
Chris Cornell,Aerosmith
Chris Cornell,Joy Division
Chris Cornell,John Lennon
Chris Cornell,Heart (band)
Chris Cornell,Stevie Ray Vaughan
Chris Cornell,Rage Against the Machine
Chris Cornell,Linkin Park
Chris Cornell,Jimi Hendrix
Chris Cornell,Soundgarden
Chris Cornell,The Beatles
Chris Cornell,Metallica
Chris Cornell,Guns N' Roses
Chris Cornell,Jeff Buckley
Chris Cornell,Led Zeppelin
Chris Cornell,Audioslave
Chris Cornell,Tool (band)
Chris Cornell,Living Colour
Chris de Burgh,Toto (band)
Chris de Burgh,The Moody Blues
Chris de Burgh,Bob Dylan
Chris de Burgh,Supertramp
Chris Rea,Eric Clapton
Chris Rea,Queen (band)
Chris Rea,Deep Purple
Chris Rea,Joe Walsh
Chris Rea,Billy Joel
Chris Rea,Elton John
Chris Rea,Peter Gabriel
Chris Rea,The Bangles
Christopher Cross,Deep Purple
Christopher Cross,The Alan Parsons Project
Christopher Cross,The Beach Boys
Christopher Cross,America (band)
Christopher Cross,Stevie Ray Vaughan
Christopher Cross,Badfinger
Christopher Cross,Steely Dan
Christopher Cross,Toto (band)
Chubby Checker,Jerry Lee Lewis
Chubby Checker,Fats Domino
Chubby Checker,Elvis Presley
Chubby Checker,Jimi Hendrix
Chuck Berry,Buddy Holly
Chuck Berry,Ted Nugent
Chuck Berry,Kiss (band)
Chuck Berry,The Beatles
Chuck Berry,Sex Pistols
Chuck Berry,The Rolling Stones
Chuck Berry,Bruce Springsteen
Chuck Berry,Steve Miller Band
Chuck Berry,Bo Diddley
Chuck Berry,Ramones
Chuck Berry,Bob Dylan
Chuck Berry,Little Richard
Chuck Berry,John Lennon
Chuck Berry,Eric Clapton
Chuck Berry,Linda Ronstadt
Cinderella (band),Kiss (band)
Cinderella (band),Queensrÿche
Cinderella (band),Ozzy Osbourne
Cinderella (band),Ratt
Cinderella (band),Scorpions (band)
Cinderella (band),Mötley Crüe
Cinderella (band),Tesla (band)
Cinderella (band),Bon Jovi
Cinderella (band),Van Halen
Cinderella (band),Quiet Riot
Cinderella (band),Lynyrd Skynyrd
Cinderella (band),Poison (American band)
Cinderella (band),Skid Row (American band)
Cinderella (band),Warrant (American band)
Coheed and Cambria,ZZ Top
Coheed and Cambria,The Used
Coheed and Cambria,Foo Fighters
Coheed and Cambria,Thin Lizzy
Coheed and Cambria,The Police
Coheed and Cambria,Slipknot (band)
Coheed and Cambria,Rush (band)
Coheed and Cambria,Primus (band)
Coheed and Cambria,AFI (band)
Coheed and Cambria,Pink Floyd
Coheed and Cambria,Faith No More
Coheed and Cambria,Queen (band)
Coheed and Cambria,Incubus (band)
Coheed and Cambria,Linkin Park
Coheed and Cambria,Trivium (band)
Coheed and Cambria,Iron Maiden
Coheed and Cambria,Avenged Sevenfold
Coheed and Cambria,Metallica
Coheed and Cambria,Jane's Addiction
Coheed and Cambria,Led Zeppelin
Cold Chisel,Uriah Heep (band)
Cold Chisel,Joe Cocker
Cold Chisel,INXS
Cold Chisel,Joe Walsh
Cold Chisel,Little River Band
Cold Chisel,U2
Cold Chisel,Ted Nugent
Cold Chisel,Midnight Oil
Cold Chisel,Heart (band)
Cold Chisel,Cheap Trick
Cold Chisel,Soundgarden
Cold Chisel,Deep Purple
Coldplay,Echo & the Bunnymen
Coldplay,Joe Satriani
Coldplay,Radiohead
Coldplay,Beastie Boys
Coldplay,Oasis (band)
Coldplay,Bee Gees
Coldplay,Bruce Springsteen
Coldplay,Arcade Fire
Coldplay,Jeff Buckley
Coldplay,Paul McCartney
Coldplay,Talking Heads
Coldplay,Joy Division
Coldplay,R.E.M.
Coldplay,Rod Stewart
Coldplay,George Harrison
Coldplay,Muse (band)
Coldplay,Pearl Jam
Coldplay,U2
Coldplay,Nine Inch Nails
Coldplay,Blur (band)
Coldplay,Lou Reed
Coldplay,Depeche Mode
Coldplay,Pink Floyd
Coldplay,Travis (band)
Coldplay,Bob Dylan
Collective Soul,Aerosmith
Collective Soul,Gin Blossoms
Collective Soul,Duran Duran
Collective Soul,Elvis Presley
Collective Soul,Hootie & the Blowfish
Collective Soul,Elton John
Collective Soul,Van Halen
Collective Soul,Matchbox Twenty
Collective Soul,3 Doors Down
Counting Crows,Thin Lizzy
Counting Crows,Bob Dylan
Counting Crows,R.E.M.
Counting Crows,Van Morrison
Counting Crows,Midnight Oil
Counting Crows,Santana (band)
Counting Crows,The Band
Counting Crows,Sheryl Crow
Counting Crows,Live (band)
Cream (band),Led Zeppelin
Cream (band),John Mayall & the Bluesbreakers
Cream (band),Bob Dylan
Cream (band),Eric Clapton
Cream (band),Paul McCartney
Cream (band),Ringo Starr
Cream (band),George Harrison
Cream (band),Jimi Hendrix
Cream (band),Steve Winwood
Creed (band),Alter Bridge
Creed (band),Pearl Jam
Creed (band),U2
Creed (band),The Doors
Creed (band),Skillet (band)
Creed (band),Def Leppard
Creed (band),Alice Cooper
Creed (band),Slayer
Creed (band),Daughtry (band)
Creed (band),Live (band)
Creed (band),Finger Eleven
Creed (band),The Beatles
Creed (band),Metallica
Creed (band),Led Zeppelin
Creed (band),3 Doors Down
Creedence Clearwater Revival,John Fogerty
Creedence Clearwater Revival,Bruce Springsteen
Creedence Clearwater Revival,Roy Orbison
Creedence Clearwater Revival,George Harrison
Creedence Clearwater Revival,Jefferson Airplane
Creedence Clearwater Revival,Grateful Dead
Creedence Clearwater Revival,Elvis Presley
Creedence Clearwater Revival,Bob Dylan
Creedence Clearwater Revival,Little Richard
Creedence Clearwater Revival,Chuck Berry
"Crosby, Stills, Nash & Young",Elvis Costello
"Crosby, Stills, Nash & Young",The Byrds
"Crosby, Stills, Nash & Young",Fleetwood Mac
"Crosby, Stills, Nash & Young",The Hollies
"Crosby, Stills, Nash & Young",Bob Dylan
"Crosby, Stills, Nash & Young",Elton John
"Crosby, Stills, Nash & Young",Steve Winwood
"Crosby, Stills, Nash & Young",Jefferson Airplane
"Crosby, Stills, Nash & Young",Santana (band)
"Crosby, Stills, Nash & Young",Jackson Browne
"Crosby, Stills, Nash & Young",Neil Young
"Crosby, Stills, Nash & Young",James Taylor
Crowded House,Supertramp
Crowded House,Fleetwood Mac
Crowded House,Beck
Crowded House,Sheryl Crow
Crowded House,Pearl Jam
Crowded House,Tom Petty and the Heartbreakers
Crowded House,Radiohead
Crowded House,Men at Work
Damn Yankees (band),Bad Company
